,Article,Language,Month,Count
0,Ulysses_S._Grant,en,,
1,Ulysses_S._Grant,de,2024-04,2.0
2,Ulysses_S._Grant,de,2024-01,5.0
3,Ulysses_S._Grant,de,2023-12,2.0
4,Ulysses_S._Grant,de,2023-11,1.0
5,Ulysses_S._Grant,de,2023-10,4.0
6,Ulysses_S._Grant,de,2023-08,4.0
7,Ulysses_S._Grant,de,2023-07,4.0
8,Ulysses_S._Grant,de,2023-06,1.0
9,Ulysses_S._Grant,de,2023-05,1.0
10,Ulysses_S._Grant,de,2023-04,3.0
11,Ulysses_S._Grant,de,2023-02,5.0
12,Ulysses_S._Grant,de,2023-01,3.0
13,Ulysses_S._Grant,de,2022-12,1.0
14,Ulysses_S._Grant,de,2022-09,3.0
15,Ulysses_S._Grant,de,2022-07,2.0
16,Ulysses_S._Grant,de,2022-05,3.0
17,Ulysses_S._Grant,de,2022-01,2.0
18,Ulysses_S._Grant,de,2021-10,2.0
19,Ulysses_S._Grant,de,2021-09,4.0
20,Ulysses_S._Grant,de,2021-08,1.0
21,Ulysses_S._Grant,de,2021-04,1.0
22,Ulysses_S._Grant,de,2021-02,3.0
23,Ulysses_S._Grant,de,2021-01,1.0
24,Ulysses_S._Grant,de,2020-12,1.0
25,Ulysses_S._Grant,de,2020-11,1.0
26,Ulysses_S._Grant,de,2020-10,1.0
27,Ulysses_S._Grant,de,2020-09,4.0
28,Ulysses_S._Grant,de,2020-08,10.0
29,Ulysses_S._Grant,de,2020-06,1.0
30,Ulysses_S._Grant,de,2020-04,1.0
31,Ulysses_S._Grant,de,2020-03,1.0
32,Ulysses_S._Grant,de,2020-02,4.0
33,Ulysses_S._Grant,de,2019-08,2.0
34,Ulysses_S._Grant,de,2019-03,7.0
35,Ulysses_S._Grant,de,2019-02,1.0
36,Ulysses_S._Grant,de,2018-12,3.0
37,Ulysses_S._Grant,de,2018-09,3.0
38,Ulysses_S._Grant,de,2018-08,6.0
39,Ulysses_S._Grant,de,2018-07,3.0
40,Ulysses_S._Grant,de,2018-06,1.0
41,Ulysses_S._Grant,de,2018-05,1.0
42,Ulysses_S._Grant,de,2018-04,2.0
43,Ulysses_S._Grant,de,2018-03,1.0
44,Ulysses_S._Grant,de,2017-11,1.0
45,Ulysses_S._Grant,de,2017-10,1.0
46,Ulysses_S._Grant,de,2017-09,2.0
47,Ulysses_S._Grant,de,2017-08,1.0
48,Ulysses_S._Grant,de,2017-05,4.0
49,Ulysses_S._Grant,de,2017-04,2.0
50,Ulysses_S._Grant,de,2017-03,3.0
51,Ulysses_S._Grant,de,2016-10,1.0
52,Ulysses_S._Grant,de,2016-09,1.0
53,Ulysses_S._Grant,de,2016-08,3.0
54,Ulysses_S._Grant,de,2016-06,10.0
55,Ulysses_S._Grant,de,2016-05,1.0
56,Ulysses_S._Grant,de,2016-03,3.0
57,Ulysses_S._Grant,de,2016-02,3.0
58,Ulysses_S._Grant,de,2015-12,2.0
59,Ulysses_S._Grant,de,2015-11,2.0
60,Ulysses_S._Grant,de,2015-09,1.0
61,Ulysses_S._Grant,de,2015-08,3.0
62,Ulysses_S._Grant,de,2015-07,5.0
63,Ulysses_S._Grant,de,2015-06,1.0
64,Ulysses_S._Grant,de,2015-05,2.0
65,Ulysses_S._Grant,de,2015-04,4.0
66,Ulysses_S._Grant,de,2015-03,1.0
67,Ulysses_S._Grant,de,2015-02,1.0
68,Ulysses_S._Grant,de,2014-12,1.0
69,Ulysses_S._Grant,de,2014-11,1.0
70,Ulysses_S._Grant,de,2014-10,3.0
71,Ulysses_S._Grant,de,2014-09,1.0
72,Ulysses_S._Grant,de,2014-08,3.0
73,Ulysses_S._Grant,de,2014-07,2.0
74,Ulysses_S._Grant,de,2014-06,1.0
75,Ulysses_S._Grant,de,2014-04,3.0
76,Ulysses_S._Grant,de,2014-03,3.0
77,Ulysses_S._Grant,de,2014-02,1.0
78,Ulysses_S._Grant,de,2014-01,4.0
79,Ulysses_S._Grant,de,2013-12,3.0
80,Ulysses_S._Grant,de,2013-09,3.0
81,Ulysses_S._Grant,de,2013-06,15.0
82,Ulysses_S._Grant,de,2013-05,3.0
83,Ulysses_S._Grant,de,2013-04,3.0
84,Ulysses_S._Grant,de,2013-03,8.0
85,Ulysses_S._Grant,de,2013-02,28.0
86,Ulysses_S._Grant,de,2013-01,4.0
87,Ulysses_S._Grant,de,2012-10,4.0
88,Ulysses_S._Grant,de,2012-09,2.0
89,Ulysses_S._Grant,de,2012-08,3.0
90,Ulysses_S._Grant,de,2012-07,2.0
91,Ulysses_S._Grant,de,2012-06,3.0
92,Ulysses_S._Grant,de,2012-05,2.0
93,Ulysses_S._Grant,de,2012-04,7.0
94,Ulysses_S._Grant,de,2012-03,4.0
95,Ulysses_S._Grant,de,2012-01,2.0
96,Ulysses_S._Grant,de,2011-12,5.0
97,Ulysses_S._Grant,de,2011-11,2.0
98,Ulysses_S._Grant,de,2011-10,1.0
99,Ulysses_S._Grant,de,2011-09,2.0
100,Ulysses_S._Grant,de,2011-07,2.0
101,Ulysses_S._Grant,de,2011-05,4.0
102,Ulysses_S._Grant,de,2011-04,1.0
103,Ulysses_S._Grant,de,2011-03,2.0
104,Ulysses_S._Grant,de,2011-02,3.0
105,Ulysses_S._Grant,de,2011-01,13.0
106,Ulysses_S._Grant,de,2010-12,1.0
107,Ulysses_S._Grant,de,2010-11,4.0
108,Ulysses_S._Grant,de,2010-10,3.0
109,Ulysses_S._Grant,de,2010-08,1.0
110,Ulysses_S._Grant,de,2010-07,5.0
111,Ulysses_S._Grant,de,2010-05,1.0
112,Ulysses_S._Grant,de,2010-04,6.0
113,Ulysses_S._Grant,de,2010-03,4.0
114,Ulysses_S._Grant,de,2010-02,6.0
115,Ulysses_S._Grant,de,2010-01,2.0
116,Ulysses_S._Grant,de,2009-12,4.0
117,Ulysses_S._Grant,de,2009-10,2.0
118,Ulysses_S._Grant,de,2009-09,1.0
119,Ulysses_S._Grant,de,2009-08,3.0
120,Ulysses_S._Grant,de,2009-07,3.0
121,Ulysses_S._Grant,de,2009-06,3.0
122,Ulysses_S._Grant,de,2009-05,1.0
123,Ulysses_S._Grant,de,2009-04,2.0
