,Article,Language,Month,Count
0,Benito_Mussolini,it,2024-05,1
1,Benito_Mussolini,it,2024-04,5
2,Benito_Mussolini,it,2024-03,2
3,Benito_Mussolini,it,2024-02,8
4,Benito_Mussolini,it,2024-01,13
5,Benito_Mussolini,it,2023-12,7
6,Benito_Mussolini,it,2023-11,3
7,Benito_Mussolini,it,2023-10,2
8,Benito_Mussolini,it,2023-09,9
9,Benito_Mussolini,it,2023-08,5
10,Benito_Mussolini,it,2023-07,14
11,Benito_Mussolini,it,2023-06,13
12,Benito_Mussolini,it,2023-05,7
13,Benito_Mussolini,it,2023-04,14
14,Benito_Mussolini,it,2023-03,18
15,Benito_Mussolini,it,2023-02,15
16,Benito_Mussolini,it,2023-01,5
17,Benito_Mussolini,it,2022-12,2
18,Benito_Mussolini,it,2022-11,5
19,Benito_Mussolini,it,2022-10,16
20,Benito_Mussolini,it,2022-09,7
21,Benito_Mussolini,it,2022-08,12
22,Benito_Mussolini,it,2022-07,2
23,Benito_Mussolini,it,2022-06,5
24,Benito_Mussolini,it,2022-05,5
25,Benito_Mussolini,it,2022-04,4
26,Benito_Mussolini,it,2022-03,8
27,Benito_Mussolini,it,2022-02,7
28,Benito_Mussolini,it,2022-01,12
29,Benito_Mussolini,it,2021-12,8
30,Benito_Mussolini,it,2021-11,3
31,Benito_Mussolini,it,2021-10,3
32,Benito_Mussolini,it,2021-09,5
33,Benito_Mussolini,it,2021-08,15
34,Benito_Mussolini,it,2021-07,6
35,Benito_Mussolini,it,2021-06,4
36,Benito_Mussolini,it,2021-05,7
37,Benito_Mussolini,it,2021-04,10
38,Benito_Mussolini,it,2021-03,4
39,Benito_Mussolini,it,2021-02,3
40,Benito_Mussolini,it,2021-01,4
41,Benito_Mussolini,it,2020-12,3
42,Benito_Mussolini,it,2020-11,6
43,Benito_Mussolini,it,2020-10,1
44,Benito_Mussolini,it,2020-08,10
45,Benito_Mussolini,it,2020-07,3
46,Benito_Mussolini,it,2020-06,5
47,Benito_Mussolini,it,2020-05,10
48,Benito_Mussolini,it,2020-04,16
49,Benito_Mussolini,it,2020-03,13
50,Benito_Mussolini,it,2020-02,3
51,Benito_Mussolini,it,2020-01,14
52,Benito_Mussolini,it,2019-12,1
53,Benito_Mussolini,it,2019-11,1
54,Benito_Mussolini,it,2019-10,4
55,Benito_Mussolini,it,2019-09,6
56,Benito_Mussolini,it,2019-08,5
57,Benito_Mussolini,it,2019-07,18
58,Benito_Mussolini,it,2019-06,6
59,Benito_Mussolini,it,2019-05,4
60,Benito_Mussolini,it,2019-04,16
61,Benito_Mussolini,it,2019-03,11
62,Benito_Mussolini,it,2019-02,8
63,Benito_Mussolini,it,2019-01,11
64,Benito_Mussolini,it,2018-12,12
65,Benito_Mussolini,it,2018-11,26
66,Benito_Mussolini,it,2018-10,10
67,Benito_Mussolini,it,2018-09,2
68,Benito_Mussolini,it,2018-08,7
69,Benito_Mussolini,it,2018-07,8
70,Benito_Mussolini,it,2018-06,2
71,Benito_Mussolini,it,2018-05,2
72,Benito_Mussolini,it,2018-04,1
73,Benito_Mussolini,it,2018-03,3
74,Benito_Mussolini,it,2018-02,5
75,Benito_Mussolini,it,2018-01,7
76,Benito_Mussolini,it,2017-12,6
77,Benito_Mussolini,it,2017-11,21
78,Benito_Mussolini,it,2017-10,5
79,Benito_Mussolini,it,2017-09,4
80,Benito_Mussolini,it,2017-08,13
81,Benito_Mussolini,it,2017-07,5
82,Benito_Mussolini,it,2017-06,2
83,Benito_Mussolini,it,2017-05,5
84,Benito_Mussolini,it,2017-04,5
85,Benito_Mussolini,it,2017-03,5
86,Benito_Mussolini,it,2017-02,5
87,Benito_Mussolini,it,2017-01,3
88,Benito_Mussolini,it,2016-12,5
89,Benito_Mussolini,it,2016-11,6
90,Benito_Mussolini,it,2016-10,6
91,Benito_Mussolini,it,2016-09,5
92,Benito_Mussolini,it,2016-08,2
93,Benito_Mussolini,it,2016-07,6
94,Benito_Mussolini,it,2016-06,4
95,Benito_Mussolini,it,2016-05,9
96,Benito_Mussolini,it,2016-04,5
97,Benito_Mussolini,it,2016-03,10
98,Benito_Mussolini,it,2016-02,10
99,Benito_Mussolini,it,2016-01,1
100,Benito_Mussolini,it,2015-12,8
101,Benito_Mussolini,it,2015-11,12
102,Benito_Mussolini,it,2015-10,13
103,Benito_Mussolini,it,2015-09,2
104,Benito_Mussolini,it,2015-08,6
105,Benito_Mussolini,it,2015-07,7
106,Benito_Mussolini,it,2015-06,10
107,Benito_Mussolini,it,2015-05,21
108,Benito_Mussolini,it,2015-04,11
109,Benito_Mussolini,it,2015-03,3
110,Benito_Mussolini,it,2015-02,1
111,Benito_Mussolini,it,2015-01,4
112,Benito_Mussolini,it,2014-12,5
113,Benito_Mussolini,it,2014-11,1
114,Benito_Mussolini,it,2014-10,10
115,Benito_Mussolini,it,2014-09,12
116,Benito_Mussolini,it,2014-08,24
117,Benito_Mussolini,it,2014-07,1
118,Benito_Mussolini,it,2014-06,6
119,Benito_Mussolini,it,2014-05,10
120,Benito_Mussolini,it,2014-04,6
121,Benito_Mussolini,it,2014-03,14
122,Benito_Mussolini,it,2014-02,15
123,Benito_Mussolini,it,2014-01,6
124,Benito_Mussolini,it,2013-12,10
125,Benito_Mussolini,it,2013-11,13
126,Benito_Mussolini,it,2013-10,3
127,Benito_Mussolini,it,2013-09,14
128,Benito_Mussolini,it,2013-08,5
129,Benito_Mussolini,it,2013-07,18
130,Benito_Mussolini,it,2013-06,32
131,Benito_Mussolini,it,2013-05,19
132,Benito_Mussolini,it,2013-04,7
133,Benito_Mussolini,it,2013-03,15
134,Benito_Mussolini,it,2013-02,15
135,Benito_Mussolini,it,2013-01,11
136,Benito_Mussolini,it,2012-12,29
137,Benito_Mussolini,it,2012-11,7
138,Benito_Mussolini,it,2012-10,14
139,Benito_Mussolini,it,2012-09,3
140,Benito_Mussolini,it,2012-08,3
141,Benito_Mussolini,it,2012-07,11
142,Benito_Mussolini,it,2012-06,12
143,Benito_Mussolini,it,2012-05,5
144,Benito_Mussolini,it,2012-04,8
145,Benito_Mussolini,it,2012-03,13
146,Benito_Mussolini,it,2012-02,4
147,Benito_Mussolini,it,2012-01,12
148,Benito_Mussolini,it,2011-12,20
149,Benito_Mussolini,it,2011-11,8
150,Benito_Mussolini,it,2011-10,22
151,Benito_Mussolini,it,2011-09,45
152,Benito_Mussolini,it,2011-08,19
153,Benito_Mussolini,it,2011-07,14
154,Benito_Mussolini,it,2011-06,15
155,Benito_Mussolini,it,2011-05,10
156,Benito_Mussolini,it,2011-04,3
157,Benito_Mussolini,it,2011-03,21
158,Benito_Mussolini,it,2011-02,10
159,Benito_Mussolini,it,2011-01,8
160,Benito_Mussolini,it,2010-12,4
161,Benito_Mussolini,it,2010-11,18
162,Benito_Mussolini,it,2010-10,13
163,Benito_Mussolini,it,2010-09,11
164,Benito_Mussolini,it,2010-08,12
165,Benito_Mussolini,it,2010-07,22
166,Benito_Mussolini,it,2010-06,6
167,Benito_Mussolini,it,2010-05,11
168,Benito_Mussolini,it,2010-04,32
169,Benito_Mussolini,it,2010-03,37
170,Benito_Mussolini,it,2010-02,20
171,Benito_Mussolini,it,2010-01,33
172,Benito_Mussolini,it,2009-12,41
173,Benito_Mussolini,it,2009-11,54
174,Benito_Mussolini,it,2009-10,43
175,Benito_Mussolini,it,2009-09,39
176,Benito_Mussolini,it,2009-08,11
177,Benito_Mussolini,it,2009-07,6
178,Benito_Mussolini,it,2007-08,154
179,Benito_Mussolini,it,2007-07,50
180,Benito_Mussolini,it,2007-06,119
181,Benito_Mussolini,it,2007-05,379
182,Benito_Mussolini,it,2007-04,2
183,Fall_of_the_Fascist_regime_in_Italy,it,2024-03,4
184,Fall_of_the_Fascist_regime_in_Italy,it,2024-02,75
185,Fall_of_the_Fascist_regime_in_Italy,it,2024-01,19
186,Fall_of_the_Fascist_regime_in_Italy,it,2023-11,1
187,Fall_of_the_Fascist_regime_in_Italy,it,2023-10,3
188,Fall_of_the_Fascist_regime_in_Italy,it,2023-08,1
189,Fall_of_the_Fascist_regime_in_Italy,it,2023-07,8
190,Fall_of_the_Fascist_regime_in_Italy,it,2023-04,1
191,Fall_of_the_Fascist_regime_in_Italy,it,2023-03,2
192,Fall_of_the_Fascist_regime_in_Italy,it,2022-11,1
193,Fall_of_the_Fascist_regime_in_Italy,it,2022-09,3
194,Fall_of_the_Fascist_regime_in_Italy,it,2022-08,5
195,Fall_of_the_Fascist_regime_in_Italy,it,2022-07,1
196,Fall_of_the_Fascist_regime_in_Italy,it,2022-04,1
197,Fall_of_the_Fascist_regime_in_Italy,it,2022-03,2
198,Fall_of_the_Fascist_regime_in_Italy,it,2022-02,3
199,Fall_of_the_Fascist_regime_in_Italy,it,2022-01,1
200,Fall_of_the_Fascist_regime_in_Italy,it,2021-12,2
201,Fall_of_the_Fascist_regime_in_Italy,it,2021-11,4
202,Fall_of_the_Fascist_regime_in_Italy,it,2021-10,3
203,Fall_of_the_Fascist_regime_in_Italy,it,2021-09,8
204,Fall_of_the_Fascist_regime_in_Italy,it,2021-08,1
205,Fall_of_the_Fascist_regime_in_Italy,it,2021-07,3
206,Fall_of_the_Fascist_regime_in_Italy,it,2021-06,5
