,Article,Language,Month,Count
0,United_Nations_Partition_Plan_for_Palestine,en,2024-04,1.0
1,United_Nations_Partition_Plan_for_Palestine,en,2023-12,1.0
2,United_Nations_Partition_Plan_for_Palestine,en,2023-11,6.0
3,United_Nations_Partition_Plan_for_Palestine,en,2023-10,16.0
4,United_Nations_Partition_Plan_for_Palestine,en,2022-11,1.0
5,United_Nations_Partition_Plan_for_Palestine,en,2022-06,1.0
6,United_Nations_Partition_Plan_for_Palestine,en,2021-04,1.0
7,United_Nations_Partition_Plan_for_Palestine,en,2020-10,1.0
8,United_Nations_Partition_Plan_for_Palestine,en,2020-08,2.0
9,United_Nations_Partition_Plan_for_Palestine,en,2019-07,1.0
10,United_Nations_Partition_Plan_for_Palestine,de,2023-11,1.0
11,United_Nations_Partition_Plan_for_Palestine,de,2023-10,1.0
12,United_Nations_Partition_Plan_for_Palestine,de,2020-10,3.0
13,United_Nations_Partition_Plan_for_Palestine,de,2019-03,1.0
14,United_Nations_Partition_Plan_for_Palestine,de,2018-11,1.0
15,United_Nations_Partition_Plan_for_Palestine,de,2018-07,1.0
16,United_Nations_Partition_Plan_for_Palestine,de,2018-05,1.0
17,United_Nations_Partition_Plan_for_Palestine,ar,2024-05,1.0
18,United_Nations_Partition_Plan_for_Palestine,ar,2024-03,2.0
19,United_Nations_Partition_Plan_for_Palestine,ar,2024-02,1.0
20,United_Nations_Partition_Plan_for_Palestine,ar,2023-12,1.0
21,United_Nations_Partition_Plan_for_Palestine,ar,2023-11,2.0
22,United_Nations_Partition_Plan_for_Palestine,ar,2023-10,1.0
23,United_Nations_Partition_Plan_for_Palestine,ar,2023-05,1.0
24,United_Nations_Partition_Plan_for_Palestine,ar,2023-04,1.0
25,United_Nations_Partition_Plan_for_Palestine,ar,2022-12,1.0
26,United_Nations_Partition_Plan_for_Palestine,ar,2022-09,1.0
27,United_Nations_Partition_Plan_for_Palestine,ar,2022-08,1.0
28,United_Nations_Partition_Plan_for_Palestine,ar,2022-06,1.0
29,United_Nations_Partition_Plan_for_Palestine,ar,2021-05,1.0
30,United_Nations_Partition_Plan_for_Palestine,ar,2021-01,1.0
31,United_Nations_Partition_Plan_for_Palestine,ar,2019-03,3.0
32,United_Nations_Partition_Plan_for_Palestine,ar,2018-02,2.0
33,Intercommunal_conflict_in_Mandatory_Palestine,en,2024-02,1.0
34,Intercommunal_conflict_in_Mandatory_Palestine,en,2023-11,1.0
35,Intercommunal_conflict_in_Mandatory_Palestine,de,,
36,Intercommunal_conflict_in_Mandatory_Palestine,ar,2023-10,1.0
37,Intercommunal_conflict_in_Mandatory_Palestine,ar,2020-07,1.0
38,Lehi_(militant_group),en,2023-02,2.0
39,Lehi_(militant_group),en,2023-01,3.0
40,Lehi_(militant_group),en,2022-12,1.0
41,Lehi_(militant_group),en,2022-10,1.0
42,Lehi_(militant_group),en,2022-04,1.0
43,Lehi_(militant_group),en,2019-09,2.0
44,Lehi_(militant_group),en,2019-05,1.0
45,Lehi_(militant_group),en,2019-02,1.0
46,Lehi_(militant_group),en,2018-12,1.0
47,Lehi_(militant_group),en,2018-07,1.0
48,Lehi_(militant_group),en,2018-01,1.0
49,Lehi_(militant_group),de,2023-05,1.0
50,Lehi_(militant_group),de,2021-12,1.0
51,Lehi_(militant_group),de,2018-11,9.0
52,Lehi_(militant_group),de,2018-09,4.0
53,Lehi_(militant_group),de,2018-07,8.0
54,Lehi_(militant_group),ar,2024-04,1.0
55,Lehi_(militant_group),ar,2023-04,1.0
56,Lehi_(militant_group),ar,2022-11,1.0
57,Lehi_(militant_group),ar,2021-05,1.0
58,Lehi_(militant_group),ar,2021-04,1.0
59,Lehi_(militant_group),ar,2020-12,1.0
60,Irgun,en,2023-11,1.0
61,Irgun,en,2023-10,1.0
62,Irgun,en,2023-01,1.0
63,Irgun,en,2019-11,1.0
64,Irgun,en,2019-03,1.0
65,Irgun,en,2018-05,1.0
66,Irgun,en,2018-02,1.0
67,Irgun,de,2024-01,1.0
