,Article,Language,Month,Count
0,Benito_Mussolini,it,2024-05,1.0
1,Benito_Mussolini,it,2024-04,5.0
2,Benito_Mussolini,it,2024-03,2.0
3,Benito_Mussolini,it,2024-02,8.0
4,Benito_Mussolini,it,2024-01,13.0
5,Benito_Mussolini,it,2023-12,7.0
6,Benito_Mussolini,it,2023-11,3.0
7,Benito_Mussolini,it,2023-10,2.0
8,Benito_Mussolini,it,2023-09,9.0
9,Benito_Mussolini,it,2023-08,5.0
10,Benito_Mussolini,it,2023-07,14.0
11,Benito_Mussolini,it,2023-06,13.0
12,Benito_Mussolini,it,2023-05,7.0
13,Benito_Mussolini,it,2023-04,14.0
14,Benito_Mussolini,it,2023-03,18.0
15,Benito_Mussolini,it,2023-02,15.0
16,Benito_Mussolini,it,2023-01,5.0
17,Benito_Mussolini,it,2022-12,2.0
18,Benito_Mussolini,it,2022-11,5.0
19,Benito_Mussolini,it,2022-10,16.0
20,Benito_Mussolini,it,2022-09,7.0
21,Benito_Mussolini,it,2022-08,12.0
22,Benito_Mussolini,it,2022-07,2.0
23,Benito_Mussolini,it,2022-06,5.0
24,Benito_Mussolini,it,2022-05,5.0
25,Benito_Mussolini,it,2022-04,4.0
26,Benito_Mussolini,it,2022-03,8.0
27,Benito_Mussolini,it,2022-02,7.0
28,Benito_Mussolini,it,2022-01,12.0
29,Benito_Mussolini,it,2021-12,8.0
30,Benito_Mussolini,it,2021-11,3.0
31,Benito_Mussolini,it,2021-10,3.0
32,Benito_Mussolini,it,2021-09,5.0
33,Benito_Mussolini,it,2021-08,15.0
34,Benito_Mussolini,it,2021-07,6.0
35,Benito_Mussolini,it,2021-06,4.0
36,Benito_Mussolini,it,2021-05,7.0
37,Benito_Mussolini,it,2021-04,10.0
38,Benito_Mussolini,it,2021-03,4.0
39,Benito_Mussolini,it,2021-02,3.0
40,Benito_Mussolini,it,2021-01,4.0
41,Benito_Mussolini,it,2020-12,3.0
42,Benito_Mussolini,it,2020-11,6.0
43,Benito_Mussolini,it,2020-10,1.0
44,Benito_Mussolini,it,2020-08,10.0
45,Benito_Mussolini,it,2020-07,3.0
46,Benito_Mussolini,it,2020-06,5.0
47,Benito_Mussolini,it,2020-05,10.0
48,Benito_Mussolini,it,2020-04,16.0
49,Benito_Mussolini,it,2020-03,13.0
50,Benito_Mussolini,it,2020-02,3.0
51,Benito_Mussolini,it,2020-01,14.0
52,Benito_Mussolini,it,2019-12,1.0
53,Benito_Mussolini,it,2019-11,1.0
54,Benito_Mussolini,it,2019-10,4.0
55,Benito_Mussolini,it,2019-09,6.0
56,Benito_Mussolini,it,2019-08,5.0
57,Benito_Mussolini,it,2019-07,18.0
58,Benito_Mussolini,it,2019-06,6.0
59,Benito_Mussolini,it,2019-05,4.0
60,Benito_Mussolini,it,2019-04,16.0
61,Benito_Mussolini,it,2019-03,11.0
62,Benito_Mussolini,it,2019-02,8.0
63,Benito_Mussolini,it,2019-01,11.0
64,Benito_Mussolini,it,2018-12,12.0
65,Benito_Mussolini,it,2018-11,26.0
66,Benito_Mussolini,it,2018-10,10.0
67,Benito_Mussolini,it,2018-09,2.0
68,Benito_Mussolini,it,2018-08,7.0
69,Benito_Mussolini,it,2018-07,8.0
70,Benito_Mussolini,it,2018-06,2.0
71,Benito_Mussolini,it,2018-05,2.0
72,Benito_Mussolini,it,2018-04,1.0
73,Benito_Mussolini,it,2018-03,3.0
74,Benito_Mussolini,it,2018-02,5.0
75,Benito_Mussolini,it,2018-01,7.0
76,Benito_Mussolini,it,2017-12,6.0
77,Benito_Mussolini,it,2017-11,21.0
78,Benito_Mussolini,it,2017-10,5.0
79,Benito_Mussolini,it,2017-09,4.0
80,Benito_Mussolini,it,2017-08,13.0
81,Benito_Mussolini,it,2017-07,5.0
82,Benito_Mussolini,it,2017-06,2.0
83,Benito_Mussolini,it,2017-05,5.0
84,Benito_Mussolini,it,2017-04,5.0
85,Benito_Mussolini,it,2017-03,5.0
86,Benito_Mussolini,it,2017-02,5.0
87,Benito_Mussolini,it,2017-01,3.0
88,Benito_Mussolini,it,2016-12,5.0
89,Benito_Mussolini,it,2016-11,6.0
90,Benito_Mussolini,it,2016-10,6.0
91,Benito_Mussolini,it,2016-09,5.0
92,Benito_Mussolini,it,2016-08,2.0
93,Benito_Mussolini,it,2016-07,6.0
94,Benito_Mussolini,it,2016-06,4.0
95,Benito_Mussolini,it,2016-05,9.0
96,Benito_Mussolini,it,2016-04,5.0
97,Benito_Mussolini,it,2016-03,10.0
98,Benito_Mussolini,it,2016-02,10.0
99,Benito_Mussolini,it,2016-01,1.0
100,Benito_Mussolini,it,2015-12,8.0
101,Benito_Mussolini,it,2015-11,12.0
102,Benito_Mussolini,it,2015-10,13.0
103,Benito_Mussolini,it,2015-09,2.0
104,Benito_Mussolini,it,2015-08,6.0
105,Benito_Mussolini,it,2015-07,7.0
106,Benito_Mussolini,it,2015-06,10.0
107,Benito_Mussolini,it,2015-05,21.0
108,Benito_Mussolini,it,2015-04,11.0
109,Benito_Mussolini,it,2015-03,3.0
110,Benito_Mussolini,it,2015-02,1.0
111,Benito_Mussolini,it,2015-01,4.0
112,Benito_Mussolini,it,2014-12,5.0
113,Benito_Mussolini,it,2014-11,1.0
114,Benito_Mussolini,it,2014-10,10.0
115,Benito_Mussolini,it,2014-09,12.0
116,Benito_Mussolini,it,2014-08,24.0
117,Benito_Mussolini,it,2014-07,1.0
118,Benito_Mussolini,it,2014-06,6.0
119,Benito_Mussolini,it,2014-05,10.0
120,Benito_Mussolini,it,2014-04,6.0
121,Benito_Mussolini,it,2014-03,14.0
122,Benito_Mussolini,it,2014-02,15.0
123,Benito_Mussolini,it,2014-01,6.0
124,Benito_Mussolini,it,2013-12,10.0
125,Benito_Mussolini,it,2013-11,13.0
126,Benito_Mussolini,it,2013-10,3.0
127,Benito_Mussolini,it,2013-09,14.0
128,Benito_Mussolini,it,2013-08,5.0
