,Article,Language,Month,Count
0,Ukrainian_People's_Republic,en,2024-04,2.0
1,Ukrainian_People's_Republic,en,2024-02,12.0
2,Ukrainian_People's_Republic,en,2024-01,4.0
3,Ukrainian_People's_Republic,en,2023-10,2.0
4,Ukrainian_People's_Republic,en,2023-09,3.0
5,Ukrainian_People's_Republic,en,2023-08,3.0
6,Ukrainian_People's_Republic,en,2023-07,2.0
7,Ukrainian_People's_Republic,en,2023-06,10.0
8,Ukrainian_People's_Republic,en,2023-05,3.0
9,Ukrainian_People's_Republic,en,2023-04,15.0
10,Ukrainian_People's_Republic,en,2023-03,4.0
11,Ukrainian_People's_Republic,en,2023-02,4.0
12,Ukrainian_People's_Republic,en,2023-01,5.0
13,Ukrainian_People's_Republic,en,2022-12,4.0
14,Ukrainian_People's_Republic,en,2022-11,14.0
15,Ukrainian_People's_Republic,en,2022-10,14.0
16,Ukrainian_People's_Republic,en,2022-09,8.0
17,Ukrainian_People's_Republic,en,2022-08,4.0
18,Ukrainian_People's_Republic,en,2022-07,8.0
19,Ukrainian_People's_Republic,en,2022-06,6.0
20,Ukrainian_People's_Republic,en,2022-05,10.0
21,Ukrainian_People's_Republic,en,2022-04,28.0
22,Ukrainian_People's_Republic,en,2022-03,19.0
23,Ukrainian_People's_Republic,en,2022-02,13.0
24,Ukrainian_People's_Republic,en,2022-01,6.0
25,Ukrainian_People's_Republic,en,2021-12,14.0
26,Ukrainian_People's_Republic,en,2021-11,7.0
27,Ukrainian_People's_Republic,en,2021-10,5.0
28,Ukrainian_People's_Republic,en,2021-09,18.0
29,Ukrainian_People's_Republic,en,2021-08,5.0
30,Ukrainian_People's_Republic,en,2021-07,16.0
31,Ukrainian_People's_Republic,en,2021-06,4.0
32,Ukrainian_People's_Republic,en,2021-05,10.0
33,Ukrainian_People's_Republic,en,2021-04,6.0
34,Ukrainian_People's_Republic,en,2021-03,7.0
35,Ukrainian_People's_Republic,en,2021-02,3.0
36,Ukrainian_People's_Republic,en,2020-12,1.0
37,Ukrainian_People's_Republic,en,2020-11,3.0
38,Ukrainian_People's_Republic,en,2020-10,11.0
39,Ukrainian_People's_Republic,en,2020-09,18.0
40,Ukrainian_People's_Republic,en,2020-08,12.0
41,Ukrainian_People's_Republic,en,2020-07,15.0
42,Ukrainian_People's_Republic,en,2020-06,4.0
43,Ukrainian_People's_Republic,en,2020-05,9.0
44,Ukrainian_People's_Republic,en,2020-04,6.0
45,Ukrainian_People's_Republic,en,2020-02,6.0
46,Ukrainian_People's_Republic,en,2020-01,7.0
47,Ukrainian_People's_Republic,en,2019-12,7.0
48,Ukrainian_People's_Republic,en,2019-11,4.0
49,Ukrainian_People's_Republic,en,2019-09,12.0
50,Ukrainian_People's_Republic,en,2019-08,2.0
51,Ukrainian_People's_Republic,en,2019-07,15.0
52,Ukrainian_People's_Republic,en,2019-06,2.0
53,Ukrainian_People's_Republic,en,2019-05,5.0
54,Ukrainian_People's_Republic,en,2019-04,4.0
55,Ukrainian_People's_Republic,en,2019-02,1.0
56,Ukrainian_People's_Republic,en,2019-01,5.0
57,Ukrainian_People's_Republic,en,2018-11,2.0
58,Ukrainian_People's_Republic,en,2018-10,5.0
59,Ukrainian_People's_Republic,en,2018-09,6.0
60,Ukrainian_People's_Republic,en,2018-08,4.0
61,Ukrainian_People's_Republic,en,2018-07,1.0
62,Ukrainian_People's_Republic,en,2018-06,25.0
63,Ukrainian_People's_Republic,en,2018-05,16.0
64,Ukrainian_People's_Republic,en,2018-04,2.0
65,Ukrainian_People's_Republic,en,2018-02,4.0
66,Ukrainian_People's_Republic,en,2017-12,1.0
67,Ukrainian_People's_Republic,en,2017-11,1.0
68,Ukrainian_People's_Republic,en,2017-10,5.0
69,Ukrainian_People's_Republic,en,2017-09,2.0
70,Ukrainian_People's_Republic,en,2017-07,1.0
71,Ukrainian_People's_Republic,en,2017-06,2.0
72,Ukrainian_People's_Republic,en,2017-05,3.0
73,Ukrainian_People's_Republic,en,2017-04,3.0
74,Ukrainian_People's_Republic,en,2017-03,2.0
