,Article,Language,Month,Count
0,Ukrainian_People's_Republic,en,2023-03,1.0
1,Ukrainian_People's_Republic,en,2022-11,7.0
2,Ukrainian_People's_Republic,en,2022-08,1.0
3,Ukrainian_People's_Republic,en,2022-07,1.0
4,Ukrainian_People's_Republic,en,2022-05,1.0
5,Ukrainian_People's_Republic,en,2022-04,2.0
6,Ukrainian_People's_Republic,en,2022-03,1.0
7,Ukrainian_People's_Republic,en,2022-02,4.0
8,Ukrainian_People's_Republic,en,2022-01,1.0
9,Ukrainian_People's_Republic,en,2021-12,1.0
10,Ukrainian_People's_Republic,en,2021-11,1.0
11,Ukrainian_People's_Republic,en,2021-08,1.0
12,Ukrainian_People's_Republic,en,2021-06,1.0
13,Ukrainian_People's_Republic,en,2021-03,1.0
14,Ukrainian_People's_Republic,en,2020-11,1.0
15,Ukrainian_People's_Republic,en,2020-09,2.0
16,Ukrainian_People's_Republic,en,2020-08,2.0
17,Ukrainian_People's_Republic,en,2020-07,1.0
18,Ukrainian_People's_Republic,en,2020-02,2.0
19,Ukrainian_People's_Republic,en,2020-01,1.0
20,Ukrainian_People's_Republic,en,2019-12,3.0
21,Ukrainian_People's_Republic,en,2019-11,1.0
22,Ukrainian_People's_Republic,en,2019-09,2.0
23,Ukrainian_People's_Republic,en,2019-07,2.0
24,Ukrainian_People's_Republic,en,2019-04,1.0
25,Ukrainian_People's_Republic,en,2019-01,1.0
26,Ukrainian_People's_Republic,en,2018-06,17.0
27,Ukrainian_People's_Republic,en,2018-05,10.0
28,Ukrainian_People's_Republic,uk,2024-05,1.0
29,Ukrainian_People's_Republic,uk,2024-03,3.0
30,Ukrainian_People's_Republic,uk,2024-01,1.0
31,Ukrainian_People's_Republic,uk,2023-11,1.0
32,Ukrainian_People's_Republic,uk,2023-10,2.0
33,Ukrainian_People's_Republic,uk,2023-09,1.0
34,Ukrainian_People's_Republic,uk,2023-07,5.0
35,Ukrainian_People's_Republic,uk,2023-06,1.0
36,Ukrainian_People's_Republic,uk,2023-03,1.0
37,Ukrainian_People's_Republic,uk,2023-02,2.0
38,Ukrainian_People's_Republic,uk,2023-01,5.0
39,Ukrainian_People's_Republic,uk,2022-11,3.0
40,Ukrainian_People's_Republic,uk,2022-10,4.0
41,Ukrainian_People's_Republic,uk,2022-09,2.0
42,Ukrainian_People's_Republic,uk,2022-06,1.0
43,Ukrainian_People's_Republic,uk,2022-03,3.0
44,Ukrainian_People's_Republic,uk,2021-12,1.0
45,Ukrainian_People's_Republic,uk,2021-11,1.0
46,Ukrainian_People's_Republic,uk,2021-10,1.0
47,Ukrainian_People's_Republic,uk,2021-08,2.0
48,Ukrainian_People's_Republic,uk,2021-06,1.0
49,Ukrainian_People's_Republic,uk,2021-03,2.0
50,Ukrainian_People's_Republic,uk,2021-01,3.0
51,Ukrainian_People's_Republic,uk,2020-11,1.0
52,Ukrainian_People's_Republic,uk,2020-09,1.0
53,Ukrainian_People's_Republic,uk,2020-07,2.0
54,Ukrainian_People's_Republic,uk,2020-06,1.0
55,Ukrainian_People's_Republic,uk,2020-04,1.0
56,Ukrainian_People's_Republic,uk,2020-01,1.0
57,Ukrainian_People's_Republic,uk,2019-11,1.0
58,Ukrainian_People's_Republic,uk,2019-02,1.0
59,Ukrainian_People's_Republic,uk,2019-01,1.0
60,Ukrainian_People's_Republic,uk,2018-04,1.0
61,Ukrainian_People's_Republic,uk,2018-02,1.0
