,Article,Language,Month,Count
0,Benito_Mussolini,en,2024-05,1.0
1,Benito_Mussolini,en,2024-04,20.0
2,Benito_Mussolini,en,2024-03,8.0
3,Benito_Mussolini,en,2024-02,6.0
4,Benito_Mussolini,en,2024-01,8.0
5,Benito_Mussolini,en,2023-12,14.0
6,Benito_Mussolini,en,2023-11,8.0
7,Benito_Mussolini,en,2023-10,20.0
8,Benito_Mussolini,en,2023-09,8.0
9,Benito_Mussolini,en,2023-08,11.0
10,Benito_Mussolini,en,2023-07,20.0
11,Benito_Mussolini,en,2023-06,11.0
12,Benito_Mussolini,en,2023-05,29.0
13,Benito_Mussolini,en,2023-04,17.0
14,Benito_Mussolini,en,2023-03,18.0
15,Benito_Mussolini,en,2023-02,14.0
16,Benito_Mussolini,en,2023-01,15.0
17,Benito_Mussolini,en,2022-12,13.0
18,Benito_Mussolini,en,2022-11,4.0
19,Benito_Mussolini,en,2022-10,3.0
20,Benito_Mussolini,en,2022-09,9.0
21,Benito_Mussolini,en,2022-08,2.0
22,Benito_Mussolini,en,2022-07,7.0
23,Benito_Mussolini,en,2022-06,11.0
24,Benito_Mussolini,en,2022-05,21.0
25,Benito_Mussolini,en,2022-04,24.0
26,Benito_Mussolini,en,2022-03,12.0
27,Benito_Mussolini,en,2022-02,8.0
28,Benito_Mussolini,en,2022-01,17.0
29,Benito_Mussolini,en,2021-12,12.0
30,Benito_Mussolini,en,2021-11,26.0
31,Benito_Mussolini,en,2021-10,19.0
32,Benito_Mussolini,en,2021-09,12.0
33,Benito_Mussolini,en,2021-08,11.0
34,Benito_Mussolini,en,2021-07,16.0
35,Benito_Mussolini,en,2021-06,10.0
36,Benito_Mussolini,en,2021-05,12.0
37,Benito_Mussolini,en,2021-04,28.0
38,Benito_Mussolini,en,2021-03,39.0
39,Benito_Mussolini,en,2021-02,16.0
40,Benito_Mussolini,en,2021-01,13.0
41,Benito_Mussolini,en,2020-12,6.0
42,Benito_Mussolini,en,2020-11,10.0
43,Benito_Mussolini,en,2020-10,12.0
44,Benito_Mussolini,en,2020-09,10.0
45,Benito_Mussolini,en,2020-08,11.0
46,Benito_Mussolini,en,2020-07,16.0
47,Benito_Mussolini,en,2020-06,20.0
48,Benito_Mussolini,en,2020-05,15.0
49,Benito_Mussolini,en,2020-04,16.0
50,Benito_Mussolini,en,2020-03,6.0
51,Benito_Mussolini,en,2020-02,3.0
52,Benito_Mussolini,en,2020-01,10.0
53,Benito_Mussolini,en,2019-12,9.0
54,Benito_Mussolini,en,2019-11,24.0
55,Benito_Mussolini,en,2019-10,7.0
56,Benito_Mussolini,en,2019-09,2.0
57,Benito_Mussolini,en,2019-08,11.0
58,Benito_Mussolini,en,2019-07,6.0
59,Benito_Mussolini,en,2019-06,7.0
60,Benito_Mussolini,en,2019-05,27.0
61,Benito_Mussolini,en,2019-04,16.0
62,Benito_Mussolini,en,2019-03,12.0
63,Benito_Mussolini,en,2019-02,14.0
64,Benito_Mussolini,en,2019-01,13.0
65,Benito_Mussolini,en,2018-12,4.0
66,Benito_Mussolini,en,2018-11,8.0
67,Benito_Mussolini,en,2018-10,9.0
68,Benito_Mussolini,en,2018-09,3.0
69,Benito_Mussolini,en,2018-08,17.0
70,Benito_Mussolini,en,2018-07,20.0
71,Benito_Mussolini,en,2018-06,6.0
72,Benito_Mussolini,en,2018-05,5.0
73,Benito_Mussolini,en,2018-04,12.0
74,Benito_Mussolini,en,2018-03,4.0
75,Benito_Mussolini,en,2018-02,7.0
76,Benito_Mussolini,en,2018-01,32.0
77,Benito_Mussolini,en,2017-12,21.0
78,Benito_Mussolini,en,2017-11,35.0
79,Benito_Mussolini,en,2017-10,7.0
80,Benito_Mussolini,en,2017-09,8.0
81,Benito_Mussolini,en,2017-08,50.0
82,Benito_Mussolini,en,2017-07,59.0
83,Benito_Mussolini,en,2017-06,30.0
84,Benito_Mussolini,en,2017-05,7.0
85,Benito_Mussolini,en,2017-04,17.0
86,Benito_Mussolini,en,2017-03,25.0
87,Benito_Mussolini,en,2017-02,24.0
88,Benito_Mussolini,en,2017-01,7.0
89,Benito_Mussolini,en,2016-12,11.0
90,Benito_Mussolini,en,2016-11,15.0
91,Benito_Mussolini,en,2016-10,17.0
92,Benito_Mussolini,en,2016-09,21.0
93,Benito_Mussolini,en,2016-08,3.0
94,Benito_Mussolini,en,2016-07,6.0
95,Benito_Mussolini,en,2016-06,8.0
96,Benito_Mussolini,en,2016-05,5.0
97,Benito_Mussolini,en,2016-04,5.0
98,Benito_Mussolini,en,2016-03,2.0
99,Benito_Mussolini,en,2016-02,22.0
100,Benito_Mussolini,en,2016-01,6.0
101,Benito_Mussolini,en,2015-12,8.0
102,Benito_Mussolini,en,2015-11,8.0
103,Benito_Mussolini,en,2015-10,8.0
104,Benito_Mussolini,en,2015-09,26.0
