,Article,Language,Month,Count
0,Kolach_(bread),en,2024-01,1.0
1,Kolach_(bread),en,2023-03,1.0
2,Kolach_(bread),en,2022-05,2.0
3,Kolach_(bread),en,2021-04,1.0
4,Kolach_(bread),en,2018-10,1.0
5,Kolach_(bread),de,,
6,Kolach_(bread),ru,2020-09,1.0
7,Kolach_(bread),ru,2020-03,5.0
8,Kolach_(bread),ru,2019-10,1.0
9,Kolach_(bread),ru,2019-03,1.0
10,Kolach_(bread),ru,2019-02,1.0
11,Kolach_(bread),uk,2024-04,1.0
12,Kolach_(bread),uk,2024-03,4.0
13,Paska_(bread),en,2024-05,2.0
14,Paska_(bread),en,2023-05,2.0
15,Paska_(bread),en,2019-04,1.0
16,Paska_(bread),en,2019-03,1.0
17,Paska_(bread),en,2019-02,2.0
18,Paska_(bread),de,,
19,Paska_(bread),ru,2023-11,1.0
20,Paska_(bread),ru,2023-04,1.0
21,Paska_(bread),ru,2022-04,3.0
22,Paska_(bread),ru,2021-05,1.0
23,Paska_(bread),ru,2020-09,1.0
24,Paska_(bread),ru,2020-04,1.0
25,Paska_(bread),ru,2019-05,1.0
26,Paska_(bread),ru,2019-04,1.0
27,Paska_(bread),ru,2018-04,4.0
28,Paska_(bread),uk,2023-04,2.0
29,Paska_(bread),uk,2021-12,1.0
30,Paska_(bread),uk,2019-04,1.0
31,Paska_(bread),uk,2018-04,1.0
32,Pampushka,en,2018-12,1.0
33,Pampushka,de,,
34,Pampushka,ru,2023-03,1.0
35,Pampushka,ru,2022-12,1.0
36,Pampushka,ru,2022-05,1.0
37,Pampushka,ru,2021-10,1.0
38,Pampushka,ru,2021-01,1.0
39,Pampushka,ru,2019-07,2.0
40,Pampushka,ru,2018-11,1.0
41,Pampushka,ru,2018-08,2.0
42,Pampushka,uk,2024-01,1.0
43,Syrniki,en,2024-05,1.0
44,Syrniki,en,2024-02,1.0
45,Syrniki,en,2023-08,1.0
46,Syrniki,en,2023-05,2.0
47,Syrniki,en,2023-02,1.0
48,Syrniki,en,2023-01,2.0
49,Syrniki,en,2022-11,1.0
50,Syrniki,en,2022-02,1.0
51,Syrniki,en,2021-04,1.0
52,Syrniki,en,2020-08,1.0
53,Syrniki,en,2020-04,1.0
54,Syrniki,en,2019-07,1.0
55,Syrniki,en,2019-06,1.0
56,Syrniki,en,2018-07,3.0
57,Syrniki,en,2018-05,1.0
58,Syrniki,en,2018-03,4.0
59,Syrniki,de,2024-03,1.0
60,Syrniki,de,2022-07,1.0
61,Syrniki,de,2021-01,8.0
62,Syrniki,de,2020-11,1.0
63,Syrniki,de,2019-02,1.0
64,Syrniki,de,2018-02,1.0
65,Syrniki,ru,2024-04,1.0
66,Syrniki,ru,2024-03,2.0
67,Syrniki,ru,2023-10,2.0
68,Syrniki,ru,2023-08,1.0
69,Syrniki,ru,2023-05,6.0
70,Syrniki,ru,2022-12,4.0
71,Syrniki,ru,2022-10,1.0
72,Syrniki,ru,2022-06,2.0
73,Syrniki,ru,2022-05,1.0
74,Syrniki,ru,2021-09,3.0
75,Syrniki,ru,2021-08,1.0
76,Syrniki,ru,2021-05,3.0
77,Syrniki,ru,2021-03,2.0
78,Syrniki,ru,2021-02,4.0
79,Syrniki,ru,2020-12,1.0
80,Syrniki,ru,2020-11,1.0
81,Syrniki,ru,2020-10,1.0
82,Syrniki,ru,2020-04,1.0
83,Syrniki,ru,2020-03,1.0
84,Syrniki,ru,2020-01,3.0
85,Syrniki,ru,2019-12,1.0
