,Article,Language,Month,Count
0,Judah_P._Benjamin,en,2024-05,4.0
1,Judah_P._Benjamin,en,2024-04,1.0
2,Judah_P._Benjamin,en,2023-08,2.0
3,Judah_P._Benjamin,en,2023-07,4.0
4,Judah_P._Benjamin,en,2023-04,1.0
5,Judah_P._Benjamin,en,2023-02,1.0
6,Judah_P._Benjamin,en,2022-11,3.0
7,Judah_P._Benjamin,en,2022-09,3.0
8,Judah_P._Benjamin,en,2022-07,1.0
9,Judah_P._Benjamin,en,2022-03,2.0
10,Judah_P._Benjamin,en,2022-01,1.0
11,Judah_P._Benjamin,en,2021-10,2.0
12,Judah_P._Benjamin,en,2021-08,3.0
13,Judah_P._Benjamin,en,2021-07,1.0
14,Judah_P._Benjamin,en,2021-04,1.0
15,Judah_P._Benjamin,en,2021-03,1.0
16,Judah_P._Benjamin,en,2020-12,3.0
17,Judah_P._Benjamin,en,2020-10,1.0
18,Judah_P._Benjamin,en,2020-08,9.0
19,Judah_P._Benjamin,en,2020-04,1.0
20,Judah_P._Benjamin,en,2019-05,2.0
21,Judah_P._Benjamin,en,2019-03,2.0
22,Judah_P._Benjamin,en,2019-01,1.0
23,Judah_P._Benjamin,en,2018-12,2.0
24,Judah_P._Benjamin,en,2018-05,1.0
25,Judah_P._Benjamin,en,2018-04,1.0
26,Judah_P._Benjamin,de,2018-02,1.0
27,John_C._Breckinridge,en,2024-05,1.0
28,John_C._Breckinridge,en,2024-04,4.0
29,John_C._Breckinridge,en,2024-03,1.0
30,John_C._Breckinridge,en,2023-12,1.0
31,John_C._Breckinridge,en,2023-09,1.0
32,John_C._Breckinridge,en,2023-04,3.0
33,John_C._Breckinridge,en,2023-03,2.0
34,John_C._Breckinridge,en,2023-02,3.0
35,John_C._Breckinridge,en,2023-01,1.0
36,John_C._Breckinridge,en,2022-10,2.0
37,John_C._Breckinridge,en,2022-08,1.0
38,John_C._Breckinridge,en,2022-05,1.0
39,John_C._Breckinridge,en,2022-03,1.0
40,John_C._Breckinridge,en,2022-02,3.0
41,John_C._Breckinridge,en,2021-11,1.0
42,John_C._Breckinridge,en,2021-09,1.0
43,John_C._Breckinridge,en,2021-07,2.0
44,John_C._Breckinridge,en,2021-03,1.0
45,John_C._Breckinridge,en,2021-01,13.0
46,John_C._Breckinridge,en,2020-11,7.0
47,John_C._Breckinridge,en,2020-09,2.0
48,John_C._Breckinridge,en,2020-08,2.0
49,John_C._Breckinridge,en,2020-07,3.0
50,John_C._Breckinridge,en,2020-05,1.0
51,John_C._Breckinridge,en,2020-01,1.0
52,John_C._Breckinridge,en,2019-10,1.0
53,John_C._Breckinridge,en,2019-09,1.0
54,John_C._Breckinridge,en,2019-08,1.0
55,John_C._Breckinridge,en,2019-07,1.0
